"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1296","Test - Query device with different paramters:{'ipAddress': '192.168.1.2'}","testcase.ACS","Thu May 29 02:16:51 CST 2025","failed","Thu May 29 02:16:53 CST 2025","TestDevice","test_device","",""
"","1532","Test - get provisioning record list","testcase.ACS","Thu May 29 02:18:17 CST 2025","failed","Thu May 29 02:18:18 CST 2025","TestProvisioningRecord","test_provisioning_record","",""
"","1374","Test - get record ","testcase.ACS","Thu May 29 02:16:05 CST 2025","failed","Thu May 29 02:16:07 CST 2025","TestConfigurationProfile","test_configuration_profile","",""
"","0","Test - Create with wrong tpe","testcase.ACS","Thu May 29 02:18:35 CST 2025","skipped","Thu May 29 02:18:35 CST 2025","TestSystemGroup","test_system_group","",""
"","1390","Test - create record ","testcase.ACS","Thu May 29 02:16:01 CST 2025","failed","Thu May 29 02:16:02 CST 2025","TestConfigurationProfile","test_configuration_profile","",""
"","1373","Test - get provisioning record list","testcase.ACS","Thu May 29 02:18:24 CST 2025","failed","Thu May 29 02:18:25 CST 2025","TestProvisioningRecord","test_provisioning_record","",""
"","0","Negative Test - get all the static group member with different param:None","testcase.ACS","Thu May 29 02:18:35 CST 2025","skipped","Thu May 29 02:18:35 CST 2025","TestStaticGroupMember","test_static_group_member","",""
"","1425","Test - Query device count with different paramters:{'hardwareVersion': '3000307602'}","testcase.ACS","Thu May 29 02:16:27 CST 2025","passed","Thu May 29 02:16:29 CST 2025","TestDevice","test_device","",""
"","0","Test - create with invalid body","testcase.ACS","Thu May 29 02:18:35 CST 2025","skipped","Thu May 29 02:18:35 CST 2025","TestStaticGroupMember","test_static_group_member","",""
"","1218","Test - get all the static group member with different param:None","testcase.ACS","Thu May 29 02:18:31 CST 2025","passed","Thu May 29 02:18:32 CST 2025","TestStaticGroupMember","test_static_group_member","",""
"","1410","Test - Query device count with different paramters:{'deviceId': 'CXNK01A8D0C7'}","testcase.ACS","Thu May 29 02:16:40 CST 2025","passed","Thu May 29 02:16:41 CST 2025","TestDevice","test_device","",""
"","1401","Test - Query device count with different paramters:{'lastBootTime': '2025-04-09T03:35:35.238Z'}","testcase.ACS","Thu May 29 02:16:23 CST 2025","passed","Thu May 29 02:16:25 CST 2025","TestDevice","test_device","",""
"","1393","Test - Query count with different paramters:{'opMode': 'RG'}","testcase.ACS","Thu May 29 02:18:14 CST 2025","passed","Thu May 29 02:18:15 CST 2025","TestProvisioningRecord","test_provisioning_record","",""
"","1436","Test - Query device count with different paramters:{'macAddress': 'e4:6c:d1:43:44:0e', 'modelName': 'GS4229E'}","testcase.ACS","Thu May 29 02:16:15 CST 2025","passed","Thu May 29 02:16:16 CST 2025","TestDevice","test_device","",""
"","0","Test - get all the static group member count with different param:None","testcase.ACS","Thu May 29 02:18:35 CST 2025","skipped","Thu May 29 02:18:35 CST 2025","TestStaticGroupMember","test_static_group_member","",""
"","0","Negative Test - get all the static group member with different param:None","testcase.ACS","Thu May 29 02:18:35 CST 2025","skipped","Thu May 29 02:18:35 CST 2025","TestStaticGroupMember","test_static_group_member","",""
"","1294","Test - get list ","testcase.ACS","Thu May 29 02:15:54 CST 2025","passed","Thu May 29 02:15:55 CST 2025","TestAPI","test_api_swagger","",""
"","1360","Test - get all the static group member with different param:None","testcase.ACS","Thu May 29 02:18:33 CST 2025","passed","Thu May 29 02:18:35 CST 2025","TestStaticGroupMember","test_static_group_member","",""
"","1363","Test - Query device with different paramters:{'macAddress': 'e4:6c:d1:43:44:0e', 'modelName': 'GS4229E'}","testcase.ACS","Thu May 29 02:16:45 CST 2025","failed","Thu May 29 02:16:47 CST 2025","TestDevice","test_device","",""
"","1487","Test - get record ","testcase.ACS","Thu May 29 02:18:49 CST 2025","passed","Thu May 29 02:18:50 CST 2025","TestWorkflow","test_workflow","",""
"","1357","Test - Query device without required orgId","testcase.ACS","Thu May 29 02:17:17 CST 2025","passed","Thu May 29 02:17:18 CST 2025","TestDevice","test_device","",""
"","2876","Test - delete record ","testcase.ACS","Thu May 29 02:18:50 CST 2025","failed","Thu May 29 02:18:53 CST 2025","TestWorkflow","test_workflow","",""
"","0","Test - get all the list count with different params","testcase.ACS","Thu May 29 02:18:35 CST 2025","skipped","Thu May 29 02:18:35 CST 2025","TestSystemGroup","test_system_group","",""
"","1374","Test - Query device with different paramters:{'hardwareSerialnumber': '632410013588'}","testcase.ACS","Thu May 29 02:17:14 CST 2025","failed","Thu May 29 02:17:16 CST 2025","TestDevice","test_device","",""
